review,polarity
supported phon galaxy core use face book last one year. resantly problam. create new account. problam. time asking conformation code. going on? plz answer me. plz help me. do....?????? sent anwer email,0
work 90% time. update news feed says cannot connect internet. internet phone works fine. uninstall reinstall fixes issue hours starts saying cannot connect internet.,0
"fix does'nt work anymore. know do, everytime open app, automatically closes pop message says: unfortunately, facebook stopped.",0
let click anything always tells check connection literally nothing wrong connection. scroll timeline can't click anything since updated. missing old version smh,0
work every time try sign says processes registration. thing android tablet doogee x5 cell phone. please fix rate 5 stars,0
showing old news showing someone responded comment week ago? i'm getting crashing showing stuff week ago top news feed.,0
"uninstall app twice week whenever try edit post, post edit stays gray stuck loading process forever. o.c.d. can't handle :-(",0
"profile issues samsung galaxy s4 active: every time post pic fb says available can't even edit it! shows gray part top. plzz fix it. would rated 5, since happened. rated 2...",0
camera roll please stop camera roll popping top page!!! whenever can't use app phone mins !! nut,0
good previous version (12.0.0.15.14) much good that. can't text directly current version. please add inbuilt messenger app.,0
update uninstalls! everytime try update uninstalls app! want know using data time update reinstall?! driving crazy. please fix.,0
"used good everything great, updated recent version. now, i'm facebook cell, kicks off! repeatedly! try like something, takes several times tapping screen even lets me... get kicked off!! please fix this!!",0
"can't send read message facebook message icon gone, replaced messenger icon top, everytime received message go browser see it, dont messenger app. sometimes cant even read message dont always wifi connection. really hate since i've using mobile data sometimes. hope yu fix soonest.",0
app work latest upgrade facebook app refuses work mobile data (3g) latest upgrade! says cannot connect right now.,0
⭐⭐⭐ app created automatically start top new posts instead scroll days old tweets get top! social app that! headache!,0
"error can't log in, says error occured logging please try later. tried several times, restarted wifi phone. still can't log in. please fix :(",0
"video issues sometimes videos uploaded places like vine load play screen show grey. fix please, know others issue, samsung s6 this.",0
"enjoy twitter i'm extremely annoyed can't swipe left right accounts twitter pictures easily before, tapping picture takes whole tweet. super cautious accidently tap picture i'm swiping. incredibly annoying. please go back before, want see whole tweet touch caption.",0
"headache enough limits app, okay? trying get rid tweets account telling 'cannot retweet status' try tweet something: 'failed send tweet'. like, seriously?",0
fix dammit! push notifications appearing! 125 people enabled get tweet every 5 minutes instead time. reinstalled app countless times appear ar all. ive already missed 20 tweets 1 minute shouldve got notified got 1 1 tweet. fix update im liking it!,0
"problem. i've noticed twitter let like nonspecific things i'm blue face, liking certain specific things get booted app log back in. let repeat that. like certain specific things gets logged log back in. what's going on, twitter support?",0
"came rate app give 5 stars good optimization android one apps open close actually clears fully ram use cpu power, unlike facebook messenger using ram cpu.",0
"get notifications people anymore. also, number notifications got go away checked it, kind just... stays there.",0
"new update sucks hate switched favorite like , love twitter much turning facebook real fast, previously rated 5 stars right i'm rating 1 star due te next update, i'll rate 5 change made, then, want second facebook experience feel free download.",0
"new updates cool ... whenever try favourite tweet now, closes app saying unfortunately, twitter stopped. maybe android idk",0
"sony xperia z1 good always, since last update can't seem able change ringtone. reverts back default",0
"app made i'm rating pop app,but like twitter i'm going give 5 stars. thing like fact can't edit posts,f-ing instagram twitter option wtf",0
bug changing notification sound gave 1 developers may look now. bug since long time checked internet. please take look send reply update. (handset : note 5). hope see update change rating 5 again.,0
"twitter great connect classmates, i'm exchange moment. however, cannot view who's liked posts. say there's 9 likes, show 3. also, notifications good, sometimes tell someone followed they've liked/retweeted one posts.",0
say updates please take 1 minute tell us updating leave old message there!,0
"good better can't see videos sometimes, notifications bad always app responding. actually worst update. please check",0
much space? much white space everything spaced out. also notifications always late.,0
dont download enough trump memes much netflix chill (stop already please). looking dumb girls tweet everything goes heads app you. #blessup,0
"good ui ux helpful governance looking fact indian government specially indian railway officials using twitter app rigorously assistance services , installing it. twitter changing way governance world's biggest democracy india. team twitter also look make twitter better friendly governance point view, possibility persists same.",0
awsome great type social media nothing wrong used crash phone since update doesnt even lag bit pleaz get,0
"videos notifications videos working long time app. whenever try watch video someone else posted, black white glitchy. sometimes way fixing it. next, getting notifications app. get status bar, go app get little number bell.",0
following back let follow people followed back.. also amount people following followers also incorrect.... overall live appp,0
"notifications working get notify anything, new followers, retweet, likes. non yes i've enabled notifications settings nothing happened :(",0
say ads every time open tweet there's ad sitting bottom. appear ridiculously frequently throughout feed. get developers trying make living come excessive,0
needs actual update! twitter slows down. tweets continue even send. takes long time load tweet timeline. use moblie site version actually use twitter.,0
"please include membership viewing lists. i'm samsung android, know applies android users general, app version seem include option seeing member user belongs viewing lists. available web browser though. please consider including members list option app.",0
account creation issue tried create account keeps saying can't create account time,0
"observation things v hated outof humanity, n moral ways loves nature's beauty sweety n every mracles l created allahsubhanahutallah hence v loves morally behave everyone deen duniyan n aakhirat suxess..for v get output only; ;for v invested input same.",0
"nice ... accecesible mobile mobie data wi-fi accesible trouble sor,anyttime immediatetely tweet reaches near n dear ones & thousands ther web........ helpful many ways !!!",0
"poor customer service heart button crashes app whenever hit it. fixed ever since introduction. within weeks rate dropped 1 star, unfortunately",0
"really great! twitter amazing app use frequently day. problems though. [this personal preference] whenever refresh page, gives tweet subtext [twitter name] follows [twitter name] happens every time refresh, since clogs feed whenever want see new tweets? othe fine.",0
"notification much update every week, notification still suck. stuck app destroyed system appear app started. why?",0
love able see celebrity tweets get info know... love,1
"much room improvement... twitter app around several years yet still lived full potential. here's example: capability save gifs videos? that, it'd cool customize different layouts appearances. simple updates like would make app much better, lame ones like changing favorites likes. hopefully ideas considered 2016.",0
"ads placement anoying know ads one source income, placing ads replies taking anoying greed another level. facebook ads, ever see comments section?",0
"hated able log successfully days , comes message saying - unfortunately twitter stopped. first time let go next day comes message. reported let go. next day comes message. can't tolerate message comes 15 times day. start browsing twitter, comes . truly creating type stupid social networking sites nawt useful ?",0
still background refreshing despite daily updates working well recent version. longer refreshes background therefore slow load open app. stop updating things used work.,0
"could much better they'd stop making unneeded changes. love twitter, hate paid service remove ads. also quicker way access lists (like shortcut home screen specific list would awesome) also i've heard twitter testing non-chronological timeline. worst idea ever. implemented without way turn off, use twitter anymore. honestly, third party apps push notifications, use official app all. oh, moments dumb.",0
new app looks great easy use. however missing important features endorsing connections writing recommendations. furthermore hate fact job search separate app. download 2 apps?,0
"bugs contact syncing frustrated. app work fine couple years, get update screwed contacts. i've read others' comments supposed solutions, including uninstalling reinstalling app. brief hours last night, appeared re-sync linkedin contacts back phone contacts. today, gone again. case, even contacts came back, previously set shortcuts contacts disabled. fix linkedin? use samsung galaxy 3s.",0
unexpected! new update let change profile pic. profile pic can't seen properly selecting. fix it!,0
"agree new ui much like fb. also, literally way modify app settings. option given view linkedin apps. removed? major necessity getting spammed everytime someone posts update.",0
"issues setting up. works fine issues registering verification email initially. eventually via browser app. app works fine set up, like it.",0
"sort get networks posts recent order mobile app? pc happens, looking post 1day ago posts say happening 1 hour ago? annoying, sort out? also help centre mobile working hence resort this. going on?",0
"samsung note 4 - awesome business platform! please consider adding edit option addition delete posts. case we'd like correct mistake, rather delete whole thing.",0
"new version makes harder use linkedin especially find groups subscribe comment them. submitting issues seem work mobile app, submit button never enabled. last update loser!",0
"great code arrogant company linkedin proper stewards database created. ensure customers get optimum use. many gotchas; cut paste messages, closed api's, etc. pretty narrow minded.",0
"better user interface, worse quality user interface definitely better time bug concerning synchronising contacts phone contacts, even bug got fixed contact photo get shown contrary previous releases!!!",0
"like new look looks like cheap dating site now. professional vibe gone, poor facebook knockoff stay. aesthetics design well. simple things, like viewing connections viewers, require time, taps, effort before. others' connections listed seemingly randomly, making arduous find anyone. worse iphone, speed snail's pace. linkedin lost identity, continues direction, lose userbase too.",0
"respect privacy linkedin takes advantage android manages permissions well using persistent opt mechanism aggresively scan phone's contacts order constantly nag inviting whilst app harvests data. practices unethical makes one question company treats private data. linkedin important tool use today way company behaves, better uninstall app rely web version needed.",0
unstable daily updates 4 stars long time. week daily updates latest one fix problem. get pure white screen upon launch. would fine flashlight app. uninstalled reinstalled. still flashlight.,0
"good app but......... post come random order home screen, 4 day old posts top scroll find new posts buried 1 day 1 week old posts, needs option order want posts in.",0
bad app great site linkedin great app sucks. always problems opening app. times asks retry try later feed never loads. bunch bugs.,0
"facebook ripoff used see connections new connections news feed, see silly opinion posts. longer networking site :-(",0
able see recently connected people hi able see recently connected people notification tab.from see people connected recently.,0
"unable send message update new version allows sending messages updates status. keeps suggesting come back. linkedin happened, app one best.",0
unsatisfactory version older version user friendly one. can't see rank among connection colleagues. really bad. wish revert back old version.,0
"issues address book contacts turned feature update android contacts based linkedin information. still keeps updating unwanted title address book. uninstalled app n reinstalled it, cleared data app made difference. using galaxy s6 would really appreciate anyone solve issue. best option seems uninstall app good use broswer.",0
"updated version able sent connection request, contacts synchronization . please develop soon",0
"1 star backward redesign app design perfectly adequate fall 2015, one useless new! redesigns perpetrated. old controls let manage notification sound (silent, vibrate, etc.) nowhere found. turn notifications totally keep phone quiet. unforgivably incompetent. find overall design confusing prior layout, many reviewers do. boo! 4 stars 1.",0
"good although update ok, inbox people free anymore.... hand bank details free trial??? complete rip",0
"even though loving new update, breaks default contacts app note 5. accounts linkedin sync account header name breaks editing contacts. update: opened ticket linkedin support agreed contacts app break merged contacts bug. engineering team fixed. update2 : contacts force close exists version 4.0.11. update3 : finally contacts bug fixed.",0
work challenge page fails load. secure even can't get in.,0
"contacts sync work contacts sync anymore, app crashes. i've tried uninstalling, clearing data cache, updating issue persist. released version many bugs!",0
fine.. getting better.. working quite well minute. liked recent layout changes messaging facilities. websites links handled better able open browser well. problem notifications still exists. can't tell someone accepted connection request send invitation. notifications appear second go away.,1
"can't share achievements? recently discovered feature sharing kind achievement, however can't accomplish profile",0
"worst!! newer version/update might look nice, stopped getting push notifications. also, app even work time. nothing loads keeps telling try again. worked fine recent update. apps, gets worse worse. fix broke!!!",0
able send requests connect able send requests connect even uninstalled app. older version much much better.,0
"organization logo whenever try add organization, status displays linkedin's organization logo, however profile logo looks plain. someone explain may happening? (this desktop, way)",0
"still rubbish, still can't log in. fb inspired interface completely unprofessional. can't log app password. works website, app. takes back forth login screen verification back..the facebook inspired interface unprofessional.",0
"updates poorly current update clears cache forcing log again, course logged three years know password. try password reset app says email valid. would clear auto login information update?",0
"want search new connections every time open app. means no, live keep experience smooth.",0
groups??? ** edit: changed rating one three stars due linkedin's response review. glad groups still app dont iike straightforward access before.,1
smh linkedin allow send connection request android. hand able send connection request via ipad! hello....please fix. new set fancy horrible.,0
"old one better previous version kept track group conversations better. now, cannot see new activity within groups follow.",0
good thank previous reply. think guys got wrong. friends able endorse skills opposite. dont know enable endorsement.,0
app requires frequent login password hell app everytime requires password open...this expected proffesional app like this...who hell remembers password every app site?,0
"totally diferent web page use app, use web page instead, able much there. almost impossible apply job here.",0
u ok can't unlock next episode 48 hours pay money buy gold. wait wait 48 hours later tell wait 24 hours pay money. i'm still waiting going pay money. long take?,0
happy app one life ticket requests come through. ..i get notified fb people sent them..then open app nothing there...having pay get next level really sux.,0
disappointed candy crush would connect fb uninstalled reinstalled. still work restarted phone. worked i'm two levels back power ups gone....đ,0
get requests fb yet go candy crush nothing getting tired it. using special candys dont even anything anymore use clear rows clears 3. wonder one plays anymore,0
either make moving forward process 3 bars less time wait need change peramiters move next episode....tired waiting 3 days paid people people longer play.,0
candy crush rated 2 star send ticket request never get them. know fact 6 people sent tickets back got 1,0
memory game levels hard less moves . l pass 95 levels levels bour. chico bar hard finish. please send life,1
takes two levels back boosters happy game.i passed hard level two level forward hard level boosters.after work open game booster two steps back .back hard level.after game switches self,0
point jackpot spin wheel never get mean anyone ever got jackpot think completely pointless taken,0
"umm.... game gotten kinda old, i've basically replaced soda saga game, still like playing reason, know many days now, every time go open game it'll load little crash closed. fix please!!!!!!!!",1
call one addictive games ever.... i'm dropping rating took bonus candy away last update.. fix guys... ok!,0
"candy crush. trouble playing candy crush end uninstalled , re-installed signed back in, i'm back level lost boosters.",0
lost power ups switched phones lost power ups. accumulated quite lot. get back.,0
"every time play moon struck game, give moves, takes game makes lose. please fix give 5 stars!",0
booster internet independent internet connection required get daily spin? part game itself. every time open net connection get daily spin. unacceptable.,0
sucks right special levels rigged i'm sure can't win waste lives boster f ready un install,0
"simple fun game type game easy difficult time. game determined candies drop, sometimes fly level times stuck days. good time filler 5 mins spare.",1
scoring system facebook gains points mobile jelly levels think needs changed. e.g. using colour bomb jellies candies gives much points fb mobile. also fish u finish jelly levels. please change scoring system platforms bias mobile.,0
love playing candy crush but... u go another episode wait along time example level 50 passed wait 75 hours episode 3 game good addictive like waiting episodes đł way good đwork,0
500 lives game work uninstalled reinstalled lost men. give back change rating. gold still lives. happy camper.,0
"where's boosters? update boosters gained gone, 100 boosters took all! why???",0
great going give 5 stars latest update causes constantly crash force close. please fix it! love playing game!,0
"frequently resets again, reset taken stored boosters. gone four times within couple weeks other. understand information stored, since things like level gold retained.",0
"awesome great game test patience. may spend real money can't wait move lack skill needed complete stage. 1,000 stages, far i'm level 82 level least 15 stages.",1
"many recent glitches used play time. i'm level 500+ can't even log game, started removing received boosters n recording passed levels they'd b replayed, tries load 5-8 mins kicks off, able play weeks now. b uninstalling soon fixed. really disappointed candy crush now.",0
can't play every time load game freezes goes back home screen even tho iv reinstalled many times,0
1 2 favorite games! delight playing modern classic constantly renewing interest.,1
"used play game almost 5 years ago absolute favorite! recently re-installed got say, slow third time less month i've lost boosters.... paid gets taken account still them!! really love game, please fix app great game. get program guys, slow! besides love game.",0
"suggestion. given 5 stars game, like much, suggestion improve game plz. color er bomb mash striped candy, candies color become striped blast. action tha rapped candy act like this. works candy crush soda saga. plz work it. thanx. muhammad hanif karachi pakistan. reply admin, ???????",1
think game load rubbish tries con buying stuff instore app cause dont buy anything stuck one part game ages worsed app ive ever come across,0
"able play, automatic closing since last two updates, abke play game. closed suddenly automatically.",0
"developers please read. think needs kind confirmation implemented 'buy extra moves 9 gold bars' button clicked. recently well level ran moves, going press 'end game' , pressed extra moves accident took 9 bars even though intention continuing. felt hurt saving long. please consider this.",0
boosters gone!!!! last update took boosters. im going patient restored. uninstalling moving on. happy!,1
hooked - cutting fab game i'm hooked get kicked occasions part way game.,0
complete bull 1186 went play lost boosters 100 different boosters saved payed never,0
update address facebook issue sadly seem care game limited mandatory facebook connection work. deleting now...,0
"happy updated every week say, erm get levels added mobile app stop taking boosters lost swaps, lollies colour bombs. get sorted",0
addictive! negative never given gold bars. buy them.,0
"new update....đ showing facebook massages candycrush... life, help.... helpless now.... plz something.",0
hell!! stole boosters! boosters power ups gone.. return now.. 60 each! cheap manner manage game!! return power ups nowww!!!!,0
book use great christmas navarro gonna get lot different names christmas screamer can't remember sis baking making everything perfect believe things i'll return go minutes ago great day home soon little room kids school questions,0
"fun, addicting game i've played game long, everything. there's way complain free game. wish reward completing frozen artifacts challenge. think happened one time oh well. still fun game.",1
awesomness game awesome tricky ice play day trying win might say i'm good game friends family!ily look shoilder say playing game wrong love game,1
"amazing upgrade! love upgrade game. thought game get better, exceeds expectations. good job guys!",1
"bolt purchased bolt earlier old phone. changed phone. unable purchase again. clicked bolt purchase nothing pop upchurch . bruce lee, clicked purchase, ok. please fixed. &lt;&lt;&lt; fixed. emailed instructions within 1 day. basically, go currency, bottom press restore purchase. easy find.",0
ugh recommend tried getting game says downloading really work cant play it!. excited play game work me!!,0
awesome nice compatible handset gionee p2s u make compatible would happy woory phone march 2016 play till wish happy new year hats game,0
like review take advice cant save data .even though wifi.desame network.and always lag.hard find chest dumb.so u unninstall,0
"unlock frozen update daily challange can't compleat mission, unlock frozen new outfits players, hard find mystery box update guys please fix problems.",0
????? hanging much even using higher end mobile 3gb ram pls take needfull action fix error,0
keep calm play temple run really fun... graphic great. never feel boring game,1
amazing game awesome game entertaining fun. app favorite game. hope evrybody put's 5 star rating app cool.,1
awsome â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤ game like frozen bit sister eye site see normal one can't see frozen ones keeps dieing luckerly change back normal one frozen one takes longer load frozen whone window rate 5 stars rest awesome,1
fun! i'm totally addicted game. play way much fun really smooth game play.,1
new theme fun game.......its great see new items added game. frozen shadows makes new challenges lot fun.,1
new theme compatible device :( (samsung galaxy j1) make compatible please. really love game.,0
"alrightđ¤ get go cross wire i've got 200 000 why.,đ˘đđđđâ â â đđľđşđăđđi forgot tell u sound game ........i hate",1
"really love new game, since update game keeps shutting s5. please fix glitch",1
???? open download stop reaches letter wont move even strong connection.please fix really want play,0
great game i've enjoyed playing ever since downloaded summer. like much first one - challenges visuals improved well way run game. highly recommend!,1
temple run -pretty good game fun.but would like many videos one specific app time. would also nice could choose boy girl character. overall game okay/pretty good,0
"supported new updated temple run 2 frozen shadows map supported device samsung galaxy v. ill give 5 stars make updated map support device plss need play map, ive waiting couple months",0
great but... lags waay much. always end wasting gems die lagging. please fix :),0
pretty good say oh wait did. fun game play,1
would rate 5 since new update every time try play new world get kicked game,0
"frozen 12/17/15 review temple run 2.. appropriate age 13 up... great game without redicioulous violence... provides sufficient rewards successful achievements.... ...... either turn google play rewards easy temple run settings! ! .... ..... ..... please click like, helpful..... .... .... many thanks tech support developers great work!!",1
old gold used play game lot iwas nearly 4 std even 4 years i'm 8 game still continues fav . really never get tired playing u know fav.,1
upgrades game till yet...the developers idea upgrades.... people stopped playing got old fun playing now...,0
good game but... always liked temple run however new update included new map ruined little bit. would rather snowy default map since since anyway new map bit confusing harder.,0
"everyone able see highest score would like given one idea ,i could saw everyone higher score atleast 1 5 member, want see everyone highest score mobile , create option, everyone try achive highest score ,i hope create option temple run 2",1
fun diversion good game take quick break whatever doing. nice test ability see hear what's coming ahead react. latest update winter map improves core game quite bit.,1
artifacts since 1 months artifacts stopped appear. ..i mission find,0
two stars frozen shadow compatible device đť oh why?? đ­ make compatible please..,0
"always fun, but... like new frozen shadows, depth perception good. hard see approaching corner. small bug, love game continue play it.",0
supported using panasonic t10 frozen shadows supported. great full fix this.,0
adventurous game love nice thrilling game everyone download play !!!!! addictive game stick good graphics sound improved previous partđđđđđđđđ,1
"nice game.... simply amazing...but would like better custom options graphics. runs extremely smooth developer go easy memory is, takes space ever before. overall epic game.",1
"frozen world - changed stats love game! frozen verison running, finally got high score 8,736,101 save stats changed! get past 12 million, screen starts going slow skipping along still downloading running forest. please fix, cool...",0
"would give 5* could retrieve previous game phone crashed install again, get keep score, coins boosts, gems paid also lost, negatives aside, enjoy game, good time waster, thinks better first temple run.",0
temple run 2 frozen shadows love game much love ice one thing hate monster goes infront u running go game gets harder able pass monster,0
fix quit download game new update sucks money grab developers. game load half time kicks even play. mention new rules made make buy gems rather raid supplies. used lot money years yes years sudden change rules farming game play. fix issues i'm done see comments think developers even care.,0
"force close 1 2 months y'all still fix error. can't play, always crash force close everytime i'm online 10 seconds.",0
"help me!!!!!!! ipad software lost base, need back, please, left base clan shows code top left profile, 2 accounts please help would really love game, moment nobody helping me. thank much hope reply get account back",0
"new update sucks impossible loot 2m 4 hours. wtf. kidding supercell? dead bases spent 500k find semi dead base 180k loot. dafuq u. ./,",0
new update sucks dead bases. farming impossible unless buy gems boost barracks buy loot. used play hours day play week lot,0
hey supercell would like u put skype clan chats peaple r battleing u could help u see things dont type healing defense. thx town hall 11 u 5 stars,0
decembers update recent december 2015 update made gameplay lopsided compete anyone attack. reason invest anymore time coc. longer protect loot shield,0
"needed learn hard way town hall penalty attack opponent 1 level lower town hall get 50% loot ,2 levels 25% decreases hence forth . newbie tutorial mentioned",0
want get 5 stars ????? reduce amount time takes upgrade buildings instead days put hours i.e:town hall level 6 takes 4 days put four hours.i never saw game goes 4 days upgrade something. month remove 1 star fix,0
"1 2 months yall still havent fix recent december 2015 update made gameplay lopsided compete anyone l attack, reason invest anymore time coc. longer protect loot shield",0
new update sucks..! dead bases..! supercell u fix bring back dead bases higher loots..! impossible us upgrade anything..please fix asap..!,0
"new update sucks.... also base going ipad cause support rude. title says all, moved base android cause got stolen, bought iphone made new gamecenter account hey guess what? nope dont first receipt cant tell specific date first created base",0
new update signed google account clash clans. since new update can't log in! can't remove game download lose everything. please help get game load!,0
"update sucks!!! can't open game anymore, crashed. damn it! going war app run... half star option rate this, would give that. fix asap....",0
"gud game, slowest game planet, new update make slower, u can't use spells steal gold elixir, duration upgrading high.. deleting game n recommend anyone play game..",0
"great game hardcore fan game. u gotta admit... latest update sucks... impossible farming... u wanna make loot, u gonna go gowipe something. takes minimum 1 hour(without boost) make troops. sucks... plz fix asap many others move on..!",0
sumpreme game wizards take 8 min hogs must strongened mean giants bombs skeletons dont u incraese hogs abilities pl make use elixer gold walls lvl 8,0
"nyc 1 u guys apply strategy u applied boom beach. use troops, remaining undead troops return base. instead that, r dead..fix remaining 2 star frm me..",0
epic....then certain update happened recent update got rid ton people loved. think supercell work think gonna buying gems.,0
great game . last update . cost upgrade th10 always beyond reach average players . let's start time wait upgrades finish . seems like supercell cares about/wants high level trophy pushers . want people don't/can't buy gems even touch game maybe even like,0
"there's draught th11 supercell needs fix draught caused update. game longer fun. there's loot upgrade donate. let th11s hit lower level bases, dead bases dead, we're wiping them, going collectors. way",0
like new shield system. base 100 percent destroyed attacker deploy one third troops. would get shield. make sense me. personally think shield depend troops used.,0
app load since update app even load..it stuck downloading content restart..try uninstall re-install going error way..please fix this..!!,0
"update sucks!!! can't open game anymore, crashed. damn it! going war app run... half star option rate this, would give that. fix asap....",0
"know get account back. delete clash clans,then download again, look upper left corner screen, see already village?'' press it,then village.",1
somethings missing possibility troops 'winter' theme? like wizards red cloaks max lvl balloons red colored balloon pekka literally sword-wielding snowman? worth add features rather making snow covering buildings snow.,0
1 star new update busy man always hours play games. coc let pick time play. update longer true. get every hours raid hours hours level 1 building. made game 1% hardcore players. average player.,0
update suck impossible loot 4m one day. u think supercell balance improvement? not! developers dont even care comment wtf!,0
fan new update new update makes difficult progress unless attack several times shield period. can't get ahead. play twice day can. can't commit getting 4-6 times day.,0
can't see h.u.d. screen anymore ever since new update screen show images used see words floating thin air back ground it.......not sure get help unis tall re-install.....,0
sucks new update especially multiplayer game bonuses sucks... please return system... time im getting loots supercell stop saying im playing long without shield u got village attack loose many loots... ur crazy... đ,0
new update killed game new matching atks basically killed farming part game longer aquire resources upgrades. get money ready buying resources way.,0
"update sucks friends play coc anymore. villages seems forced search system. loot clash latest update. can't upgrade village labratory. think supercell take care issue, lose lot players soon!",0
"longer casual game current version game makes hard play casually anymore. expect spend 4-6 hours day, stay afloat.",1
"shit guys dont download it. new update sucks. noo looot base update. especially new ones download affect seriously. true color supercell revealed. want buy gems, get loot",0
"personal break mind break necessarily, think necessary. especially gem boost time. would like told can't play lol.",0
game đ.i donno ppl give 1 star try out. n think two updates come wit heros must titan n character naruto madara uchihađ,0
"new update sux! dead bases, farming, almost often match th level higher, new shield system sucks too.",0
loaded almost 16 days. played everyday 2 years wont let play all. im sure saved loot hundreds trophies lost time.,0
bye coc th9 loot option th9. found 1lac loot less. someone attack clqn. got 2lac. possible upgrade thing.,0
"responding occasionally sometimes chrome respond. seem fixated certain website so, happens random. far much better before. yes phone's fault press home button operate phone, problem there.",0
favorite menu update suboptimal new update puts entire list favorites view recent instead returning previous folder always has. requires time clicking get desired folder. please give option return previous version.,0
"kill pages enter url open new link nothing loads. loading bar, error page - page stays same. also switch new tab, sometimes load/refresh, switch back old tab thing happens.",0
z2 put direct exit button. use back button difficult exit sites like bank password protected sites. going disable crome fhone. cant directly exit crome. use back back till tabs closed,0
well... switched new htc phone chrome forces closed whenever i'm reading mostly text websites. happend twice span ten minutes getting annoying. even apps running background many tabs open know what's going,0
country allowed? would given 5 stars searches browsing spot took back account put backup e-mail said country allowed: im america! wtf????,0
this? google oldest browser search something want something puffin browser benifit use . plz make things possible wich possible puffin especially android phone. shall thankful.,0
use lot organized bookmarks recently changed bookmarks go top bookmarks every time open new tab. used remember bookmark folder recent update. also like folders top bookmark list i'll using firefox now.,0
google chrome app allows browse internet phone things. seriously guys we're living future. 5 stars always works.,1
image search verizon ellipsis 10 tablet function properly image search conducted images appear gray scale b/w checkered background.,0
"usable matter try, cannot save images web pages. downloads .html files instead .jpeg",0
"cannot cast chromecast apps chromecast supports, chrome browser supported? why? supposed cast browser? use firefox? worse wait ie? fix already chrome. come on!",0
unbelievably bad support google products. hard reset android 4.04 tablet could reinstall chrome google longer supports chrome browser android 4.0x. install non google browser. would give rating 0 could.,0
"bookmarks option open bookmark new tab taken away, use feature would like back. also, keyboard opens automatically, often want close it.",0
many updates big size please send updates really really necessary. last one 40.22mb ! every app ( seems ) keeps updates end room devices. 15mb languages never going use waist memory !,0
buggy update update chrome freeze chrome responding gives option wait kill app. happens every time reopen app times recent,0
totally loved but....... open new tab lollipop. kitkat open new tab swipe form updated software can't find it. plz reply fast,1
"bookmarking good used able pick bookmarked something made it. saves default mobile bookmarks folder go find bookmark edit move want it. also opening bookmarks list open last. opens random list bookmarks. perfectly fine previously, rediculus.",0
download issues using asus zenfon 5 several times let download anything. shows text downloading. doesn't. please fix issue. otherwise pretty smooth.,0
